timestamp	metric	value
1589386361	workers.pool1.ended.rps	0.9986149211044282
1589386361	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.mean	5.39
1589386361	mqtt.consumer.suback.errors.rps	0.0
1589386371	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.mean	4.82
1589386361	errors.user.rps	0.0
1589386361	workers.pool1.started.rps	0.9986149211044282
1589386361	systemload.interval.mzb_director140_0	10.0
1589386361	mqtt.consumer.suback.latency.95	3.4e3
1589386361	mqtt.publisher.qos1.puback.latency.90	582.0
1589386361	mqtt.consumer.suback.latency.min	1051
1589386361	mqtt.consumer.suback.latency.999	3.4e3
1589386361	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.99	20.0
1589386361	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.50	4.0
1589386361	logs.dropped.mailbox_overflow.rps	0.0
1589386361	mqtt.connection.connack.latency.min	5540
1589386361	systemload.ram.mzb_director140_0	22.11022036668071
1589386361	blocked.workers	0
1589386361	mqtt.publisher.qos1.puback.waiting.rps	0.0
1589386361	mqtt.publisher.qos1.puback.latency.99	1150.0
1589386361	mqtt.consumer.suback.errors	0
1589386361	logs.dropped.rate_limiter	0
1589386361	mqtt.publisher.qos2.pubrec.waiting.rps	0.0
1589386361	workers.pool1.failed	0
1589386381	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.mean	4.96
1589386371	errors.user.rps	0.0
1589386371	workers.pool1.started.rps	0.0
1589386371	mqtt.publisher.qos1.puback.latency.90	537.0
1589386371	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.99	16.0
1589386361	logs.written.rps	3.295429239644613
1589386361	workers.pool2.failed	0
1589386371	metric_merging_time	16.52
1589386361	mqtt.publisher.qos2.pubrec.waiting	0
1589386361	mqtt.connection.connack.latency.max	23760
1589386361	mqtt.connection.connack.latency.999	2.38e4
1589386371	systemload.nettx.pkts.eth0.mzb_director140_0	0.0
1589386371	mqtt.consumer.suback.errors.rps	0.0
1589386361	mqtt.publisher.qos1.puback.latency.75	501.0
1589386361	mqtt.publisher.qos2.pubcomp.waiting.rps	0.0
1589386361	mqtt.publisher.qos1.puback.in.total	2064
1589386371	workers.pool1.ended.rps	0.0
1589386361	systemload.dir_time_diff.mzb_director140_0	-1
1589386361	mqtt.message.published.total	2064
1589386361	mqtt.publisher.qos1.puback.latency.mean	468.0
1589386371	logs.dropped.mailbox_overflow.rps	0.0
1589386371	systemload.ram.mzb_director140_0	22.11022036668071
1589386371	systemload.netrx.bytes.eth0.mzb_director140_0	0.0
1589386371	logs.dropped.rate_limiter	0
1589386361	mqtt.message.pub_to_sub.latency.qos1.95	1370.0
1589386361	blocked.workers.rps	0.0
1589386361	mqtt.publisher.qos1.puback.latency.95	688.0
1589386381	workers.pool1.started.rps	0.0
1589386361	mqtt.consumer.current_total.rps	0.9986149211044282
1589386371	blocked.workers	0
1589386361	workers.pool2.started	10
1589386361	systemload.cpu.mzb_director140_0	100.0
1589386381	errors.user.rps	0.0
1589386381	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.99	16.0
1589386361	mqtt.publisher.qos1.puback.latency.max	2464
1589386361	mqtt.publisher.qos1.puback.latency.min	249
1589386371	mqtt.publisher.qos1.puback.waiting.rps	0.2996536602994259
1589386361	mqtt.connection.connack.latency.75	2.04e4
1589386371	mqtt.consumer.suback.errors	0
1589386361	systemload.director_ping.mzb_director140_0	9
1589386381	mqtt.publisher.qos1.puback.waiting.rps	-0.29964117968732445
1589386371	mqtt.publisher.qos1.puback.latency.99	915.0
1589386361	mqtt.connection.current_total.rps	1.9972298422088564
1589386381	mqtt.consumer.suback.errors.rps	0.0
1589386361	mqtt.message.pub_to_sub.latency.qos1.999	5070.0
1589386361	mqtt.publisher.qos1.puback.waiting	0
1589386371	mqtt.publisher.qos2.pubrec.waiting.rps	0.0
1589386361	mqtt.connection.connack.latency.90	2.26e4
1589386361	mqtt.consumer.suback.latency.mean	2410.0
1589386361	workers.pool1.started	10
1589386371	workers.pool2.failed	0
1589386381	systemload.nettx.pkts.eth0.mzb_director140_0	0.0
1589386381	logs.dropped.mailbox_overflow.rps	0.0
1589386361	mqtt.message.pub_to_sub.latency.qos1.mean	933.0
1589386361	mqtt.message.pub_to_sub.latency.qos1.75	1020.0
1589386381	workers.pool1.ended.rps	0.0
1589386361	errors.system	0
1589386361	mqtt.message.pub_to_sub.latency.qos1.max	10112
1589386381	blocked.workers	0
