timestamp	metric	value
1589487816	mqtt.publisher.qos2.pubrec.in.total	0
1589487816	mqtt.publisher.qos2.pubrec.waiting	0
1589487816	mqtt.publisher.qos2.pubcomp.waiting	0
1589487816	systemload.la1.mzb_director198_0	0.0703125
1589487816	mqtt.publisher.qos1.puback.waiting	1
1589487816	mqtt.connection.connack.latency.99	4.04e4
1589487826	mqtt.publisher.qos2.pubrec.in.total	0
1589487816	mqtt.connection.connack.latency.95	4.03e4
1589487816	mqtt.consumer.suback.latency.95	2050.0
1589487816	mqtt.publisher.qos1.puback.latency.50	703.0
1589487816	mqtt.publisher.qos1.puback.latency.90	912.0
1589487816	mqtt.message.published.total	2911
1589487816	mqtt.connection.connack.latency.999	4.04e4
1589487816	mqtt.connection.connack.latency.75	3.24e4
1589487816	systemload.cpu.mzb_director198_0	100.0
1589487816	mqtt.publisher.qos1.puback.latency.95	1.0e3
1589487816	mqtt.message.published.total.rps	290.7051642459212
1589487816	mqtt.consumer.suback.latency.999	2050.0
1589487816	mqtt.message.pub_to_sub.latency.qos1.min	531
1589487816	mqtt.consumer.suback.latency.99	2050.0
1589487816	mqtt.connection.reconnects.rps	0.0
1589487816	systemload.ram.mzb_director198_0	25.56717826374552
1589487826	mqtt.publisher.qos1.puback.waiting	0
1589487816	logs.dropped.mailbox_overflow	0
1589487816	mqtt.consumer.current_total	10
1589487826	systemload.la1.mzb_director198_0	0.140625
1589487816	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.95	8.0
1589487816	mqtt.message.pub_to_sub.latency.qos1.99	1580.0
1589487816	mqtt.message.pub_to_sub.latency.qos1.95	1350.0
1589487816	mqtt.publisher.qos1.puback.in.total	2909
1589487816	workers.pool2.ended	0
1589487816	systemload.message_queue.mzb_director198_0	0
1589487826	mqtt.publisher.qos2.pubrec.waiting	0
1589487816	mqtt.message.consumed.total	2910
1589487816	workers.pool1.ended	10
1589487816	mqtt.message.pub_to_sub.latency.qos1.999	3170.0
1589487816	workers.pool2.ended.rps	0.0
1589487826	mqtt.publisher.qos1.puback.latency.95	1050.0
1589487836	mqtt.publisher.qos1.puback.waiting	0
1589487816	errors.system	0
1589487836	mqtt.publisher.qos1.puback.latency.95	1040.0
1589487826	mqtt.message.published.total	12929
1589487826	logs.dropped.mailbox_overflow	0
1589487816	logs.dropped.rate_limiter	0
1589487826	mqtt.publisher.qos2.pubcomp.waiting	0
1589487816	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.90	7.0
1589487816	mqtt.connection.connack.latency.90	4.01e4
1589487816	workers.pool1.failed.rps	0.0
1589487826	mqtt.consumer.current_total	10
1589487816	mqtt.connection.connack.latency.max	40384
1589487826	mqtt.publisher.qos1.puback.latency.50	692.0
1589487836	systemload.la1.mzb_director198_0	0.33984375
1589487816	mqtt.publisher.qos1.puback.latency.999	1880.0
1589487816	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.99	15.0
1589487826	mqtt.message.pub_to_sub.latency.qos1.999	5770.0
1589487826	workers.pool2.ended	0
1589487826	mqtt.publisher.qos1.puback.latency.90	939.0
1589487816	mqtt.message.pub_to_sub.latency.qos1.50	998.0
1589487816	mqtt.consumer.suback.latency.90	1980.0
1589487816	mqtt.publisher.qos1.puback.latency.min	440
1589487816	mqtt.consumer.qos1.publish_in_to_puback_out.internal_latency.max	245
